,대표식품코드,대표식품명,식품유형,식품분류(대),식품분류(중),식품분류(소),대표식품 내 전통식품수
920,101360,마국수,복합식품,주식,면류,기타,6
921,101361,마늘,단일식품,조미식,양념류,양념류,13
922,101366,마늘고추장,복합식품,조미식,장류,고추장,2
923,101367,마늘냉국,복합식품,부식,국류,냉국,2
924,101369,마늘대말림,복합식품,기타,기타,기타,1
925,101370,마늘대절임,복합식품,기타,기타,기타,1
926,101371,마늘동아,복합식품,기호식,한과류,기타,2
927,101375,마늘싹,기술,기타,기타,기타,1
928,101377,마늘잎말림,복합식품,기타,기타,기타,1
929,101379,마늘장,복합식품,조미식,장류,기타,3
930,101380,마늘장아찌,복합식품,부식,장아찌류,장아찌,16
931,101381,마늘절임,복합식품,조미식,양념류,양념류,4
932,101383,마늘종,기술,기타,보관법,,1
933,101384,마늘종구이,복합식품,부식,구이류,구이,2
934,101385,마늘종말림,복합식품,기타,기타,기타,2
935,101386,마늘종장아찌,복합식품,부식,장아찌류,장아찌,1
936,101387,마늘지게미,복합식품,기타,기타,기타,1
937,101388,마늘짠지,복합식품,부식,나물류,생채,1
938,101390,마다식,복합식품,기호식,한과류,다식,1
939,101391,마단자,복합식품,기호식,떡류,찐떡,1
940,101392,마떡,복합식품,기호식,떡류,기타,3
941,101393,마른만두,복합식품,주식,면류,만두,1
942,101394,마른문어쌈,복합식품,부식,구이류,전,1
943,101395,마른반찬,복합식품,부식,장아찌류,기타,1
944,101397,마른새우볶음,복합식품,부식,찜류,볶음,1
945,101401,마른조갯살볶음,복합식품,부식,찜류,볶음,1
946,101403,마른편포,복합식품,부식,장아찌류,기타,1
947,101404,마름,단일식품,기호식,음청류,다류,1
948,101405,마름가루,단일식품,기타,기타,기타,1
949,101408,마름열매죽,복합식품,주식,죽류,죽,1
950,101412,마수제비,복합식품,주식,면류,수제비,3
951,101413,마자죽,복합식품,주식,죽류,죽,1
952,101414,마전병,복합식품,기호식,떡류,지진떡,1
953,101415,마주,복합식품,주류,양조곡주,혼양곡주류,1
954,101416,마죽,복합식품,주식,죽류,죽,4
955,101417,마탕,복합식품,부식,국류,탕류,1
956,101418,막걸리,복합식품,주류,양조곡주,혼양곡주류,7
957,101419,막우설기,복합식품,기호식,떡류,찐떡,1
958,101420,막장,복합식품,조미식,장류,된장,3
959,101421,만나지법,복합식품,기타,기타,기타,1
960,101422,만년초,복합식품,주류,기타,기타,2
961,101423,만두,복합식품,주식,면류,만두,35
962,101425,만두국,복합식품,주식,면류,만두,1
963,101426,만두소,복합식품,주식,면류,만두,4
964,101427,만두약과,복합식품,기호식,한과류,유밀과,2
965,101428,만두유과,복합식품,기호식,한과류,유과,1
966,101429,만두탕,복합식품,부식,국류,탕류,1
967,101430,만두튀김,복합식품,주식,면류,만두,3
968,101431,만이창면,복합식품,주식,면류,국수,1
969,101433,만전향주,복합식품,주류,양조곡주,혼양곡주류,2
970,101434,만청자기름,복합식품,조미식,양념류,양념류,1
971,101435,만초장,복합식품,조미식,장류,기타,1
972,101436,말고기,기술,부식,찜류,찜,1
973,101439,갈치장,복합식품,조미식,장류,간장,1
974,101441,말린나물,기술,기타,기타,기타,1
975,101443,말린대구,복합식품,기타,기타,기타,1
976,101444,두부구이,복합식품,부식,구이류,구이,2
977,101445,말린매미,복합식품,기타,기타,기타,1
978,101450,말린연유,복합식품,기타,기타,기타,1
979,101452,말린오징어,복합식품,부식,장아찌류,기타,1
980,101453,말린월과,복합식품,부식,나물류,숙채,1
981,101456,말린지황,복합식품,기타,기타,기타,1
982,101458,말린청어,복합식품,부식,장아찌류,기타,1
983,101460,말장,복합식품,조미식,장류,기타,1
984,101461,말장훈조,복합식품,조미식,장류,기타,1
985,101463,맑은장,복합식품,조미식,장류,기타,2
986,101464,맑은장국,복합식품,부식,국류,맑은장국,8
987,101465,맑은탕,복합식품,부식,국류,탕류,1
988,101469,맛조개식해,복합식품,부식,젓갈류,식해,1
989,101470,맛조개젓갈,복합식품,부식,젓갈류,발효젓,1
990,101472,매듭자반,복합식품,부식,장아찌류,기타,4
991,101473,매소병,복합식품,기호식,음청류,음료류,1
992,101474,매실,단일식품,기타,기타,기타,2
993,101475,매실간장,복합식품,조미식,장류,간장,1
994,101477,매실식초,복합식품,부식,찜류,초,1
995,101478,매실절임,복합식품,기타,기타,기타,2
996,101479,매실정과,복합식품,기타,기타,기타,4
997,101481,매실차,복합식품,기호식,음청류,다류,2
998,101482,매실청,복합식품,기호식,음청류,기타,1
999,101484,오매자차,복합식품,기호식,음청류,다류,2
1000,101485,오매작과,복합식품,기호식,한과류,유밀과,5
1001,101486,오매초,복합식품,부식,찜류,초,1
1002,101488,매화강정,복합식품,기호식,한과류,유과,19
1003,101489,매화밤풀,복합식품,기타,기타,기타,1
1004,101490,매화산자,복합식품,기호식,한과류,유과,6
1005,101491,매화식초,복합식품,조미식,양념류,양념류,1
1006,101492,매화연사과,복합식품,기호식,한과류,유과,25
1007,101495,매화차,복합식품,기호식,음청류,다류,5
1008,101496,매화포,복합식품,기호식,한과류,기타,1
1009,101497,맥문동,복합식품,기타,기타,기타,3
1010,101498,맥문동정과,복합식품,기호식,한과류,정과,4
1011,101499,맥문동죽,복합식품,주식,죽류,죽,2
1012,101500,맥시,복합식품,조미식,장류,기타,1
1013,101501,맥황,복합식품,기타,기타,기타,2
1014,101502,맷돼지고기국,복합식품,주식,죽류,죽,1
1015,101503,맹문동정과,복합식품,기호식,한과류,정과,1
1016,101504,머위장아찌,복합식품,부식,장아찌류,장아찌,4
1017,101505,메기,단일식품,기타,기타,기타,2
1018,101507,메꿀떡,복합식품,기호식,떡류,기타,1
1019,101508,메밀,복합식품,기타,기타,기타,6
1020,101509,메밀가루,단일식품,기타,기타,기타,1
1021,101513,메밀국수,복합식품,주식,면류,냉면,4
1022,101516,메밀떡,복합식품,기호식,떡류,기타,4
1023,101517,메밀떡구이,복합식품,기호식,떡류,기타,1
1024,101518,메밀만두,복합식품,주식,면류,만두,6
1025,101520,메밀묵,복합식품,부식,나물류,묵,6
1026,101521,메밀박산,복합식품,기타,기타,기타,1
1027,101522,메밀밥,복합식품,주식,밥류,흰밥,2
1028,101523,메밀산자,복합식품,기호식,한과류,유과,4
1029,101524,메밀소주,복합식품,주류,증류주,순곡증류주,2
1030,101525,메밀술,복합식품,주류,양조곡주,순곡주류,1
1031,101526,메밀장,복합식품,조미식,장류,기타,2
1032,101529,메밀단자,복합식품,기호식,떡류,찐떡,1
1033,101531,메주,복합식품,기타,기타,기타,11
1034,101532,메주장,복합식품,조미식,장류,기타,5
1035,101536,메추리찜,복합식품,부식,찜류,찜,2
1036,101537,메추리,단일식품,부식,찜류,찜,2
1037,101538,메추리구이,복합식품,부식,구이류,구이,2
1038,101539,멥쌀,단일식품,기타,기타,기타,4
1039,101541,멥쌀가루즙,복합식품,기타,기타,기타,1
1040,101542,멥쌀고추장,복합식품,조미식,장류,고추장,3
1041,101543,멥쌀막걸리,복합식품,주류,기타,기타,1
1042,101545,멧대추씨죽,복합식품,주식,죽류,미음,1
1043,101547,멧돼지고기,복합식품,부식,구이류,구이,1
1044,101548,멧돼지고기구이,복합식품,부식,구이류,구이,1
1045,101549,멧돼지껍질식해,복합식품,부식,젓갈류,기타,1
1046,101550,멧젓,복합식품,부식,젓갈류,발효젓,1
1047,101551,면,복합식품,주식,면류,기타,7
1048,101553,면포,복합식품,기타,기타,기타,1
1049,101555,멸치자반,복합식품,부식,장아찌류,기타,2
1050,101556,멸치젓,복합식품,부식,젓갈류,발효젓,4
1051,101557,멸치젓깍두기,복합식품,부식,김치,무김치,1
1052,101558,멸치조림,복합식품,부식,찜류,조림,1
1053,101559,명란,단일식품,기타,기타,기타,2
1054,101561,명란오징어무침,복합식품,부식,회류,초회,1
1055,101562,명란젓,복합식품,부식,젓갈류,발효젓,5
1056,101564,명란조치,복합식품,부식,전골류,찌개,1
1057,101565,명란찌개,복합식품,부식,전골류,찌개,7
1058,101567,명태국,복합식품,부식,국류,맑은장국,3
1059,101568,명태껍질국,복합식품,부식,국류,냉국,2
1060,101569,명태조림,복합식품,부식,찜류,조림,3
1061,101570,명태조치,복합식품,부식,전골류,찌개,1
1062,101571,명태죽,복합식품,주식,죽류,죽,1
1063,101572,명태지짐이,복합식품,부식,구이류,구이,1
1064,101573,명태찌개,복합식품,부식,전골류,찌개,2
1065,101574,모과,단일식품,기타,기타,기타,5
1066,101576,모과구이,복합식품,부식,구이류,구이,2
1067,101577,모과음료,복합식품,기호식,음청류,음료류,1
1068,101578,모과장,복합식품,기호식,음청류,음료류,2
1069,101579,모과절임,복합식품,기타,기타,기타,2
1070,101580,모과정과,복합식품,기호식,한과류,정과,17
1071,101581,모과죽,복합식품,주식,죽류,죽,1
1072,101582,모과즙,복합식품,기타,기타,기타,1
1073,101584,모과차,복합식품,기호식,음청류,다류,3
1074,101585,모과청,복합식품,기호식,음청류,기타,3
1075,101586,모과탕,복합식품,부식,국류,탕류,2
1076,101587,모과편,복합식품,기호식,한과류,정과,5
1077,101588,모과환,복합식품,기타,기타,기타,2
1078,101589,모래무지국,복합식품,부식,국류,기타,1
1079,101590,모루기,복합식품,기타,기타,기타,1
1080,101592,모밀산자,복합식품,기호식,한과류,유과,1
1081,101593,모소주,복합식품,주류,기타,기타,3
1082,101596,모유죽,복합식품,주식,죽류,죽,1
1083,101597,모쟁이젓,복합식품,부식,젓갈류,기타,1
1084,101598,모주,복합식품,주류,양조곡주,순곡주류,2
1085,101599,모해병,복합식품,기호식,떡류,찐떡,1
1086,101600,목숙나물,복합식품,부식,나물류,숙채,1
1087,101601,목욕주,복합식품,주류,양조곡주,순곡주류,1
1088,101602,목이버섯무침,복합식품,부식,나물류,숙채,1
1089,101603,목통식초,복합식품,기타,기타,기타,1
1090,101604,묘화산자,복합식품,기호식,한과류,유과,1
1091,101605,무,단일식품,기타,기타,기타,6
1092,101610,무고추장,복합식품,조미식,장류,고추장,3
1093,101611,무고추장장아찌,복합식품,부식,장아찌류,장아찌,1
1094,101612,무정과,복합식품,기호식,한과류,정과,3
1095,101613,무구이,복합식품,부식,구이류,구이,3
1096,101614,무국,복합식품,부식,국류,토장국,1
1097,101615,무국주,복합식품,주류,양조곡주,순곡주류,2
1098,101616,무김치,복합식품,부식,김치,기타,5
1099,101617,무깍두기,복합식품,부식,김치,무김치,1
1100,101618,무꿀절임,복합식품,기호식,한과류,정과,1
1101,101619,무나물,복합식품,부식,나물류,숙채,7
1102,101620,무냉채,복합식품,부식,나물류,냉채,1
1103,101621,무동치미,복합식품,부식,김치,무김치,4
1104,101622,무떡,복합식품,기호식,떡류,찐떡,6
1105,101623,무리,복합식품,기타,기타,기타,3
1106,101624,무말랭이,단일식품,부식,장아찌류,장아찌,3
1107,101625,무말랭이나물,복합식품,부식,나물류,기타,1
1108,101626,무말랭이장아찌,복합식품,부식,장아찌류,장아찌,13
1109,101628,무말림,복합식품,기타,기타,기타,2
1110,101630,무밥,복합식품,주식,밥류,흰밥,2
1111,101631,배추뿌리김치,복합식품,부식,김치,야채김치,1
1112,101632,무볶음장아찌,복합식품,부식,장아찌류,장아찌,1
1113,101634,무생절임,복합식품,부식,김치,무김치,1
1114,101635,무생채,복합식품,부식,나물류,생채,11
1115,101636,무석박지,복합식품,기타,기타,기타,1
1116,101637,무선,복합식품,부식,찜류,선,1
1117,101638,무숙장아찌,복합식품,부식,장아찌류,장아찌,8
1118,101639,무술주,복합식품,주류,양조곡주,혼양곡주류,4
1119,101640,무시루떡,복합식품,기호식,떡류,찐떡,4
1120,101641,무시주,복합식품,주류,양조곡주,순곡주류,1
1121,101642,무싱건지,복합식품,부식,김치,무김치,1
1122,101643,무싹김치,복합식품,부식,김치,무김치,1
1123,101644,무왁저지,복합식품,부식,찜류,조림,1
1124,101645,무이,복합식품,기타,기타,기타,3
1125,101646,무장,복합식품,조미식,장류,된장,6
1126,101647,무장아찌,복합식품,부식,장아찌류,장아찌,10
1127,101648,무장조림,복합식품,부식,찜류,조림,1
1128,101649,무장찌개,복합식품,부식,전골류,찌개,1
1129,101650,무절임,복합식품,부식,김치,무김치,2
1130,101653,무조림,복합식품,부식,전골류,찌개,3
1131,101654,무죽,복합식품,주식,죽류,죽,1
1132,101655,무즙국수,복합식품,주식,면류,국수,1
1133,101656,무지,복합식품,부식,김치,기타,1
1134,101657,무지짐이,복합식품,부식,구이류,구이,6
1135,101658,무짠지,복합식품,부식,김치,야채김치,4
1136,101659,무찌개,복합식품,부식,전골류,찌개,1
1137,101660,무채장아찌,복합식품,부식,장아찌류,장아찌,4
1138,101663,무초절임,복합식품,부식,찜류,초,1
1139,101664,무황볶기탕,복합식품,부식,국류,탕류,1
1140,101665,무황아김치,복합식품,부식,김치,기타,1
1141,101666,묵,복합식품,부식,나물류,묵,1
1142,101667,묵강졍,복합식품,기호식,한과류,유과,1
1143,101668,묵국,복합식품,부식,국류,탕류,1
1144,101669,묵무침,복합식품,부식,나물류,묵,1
1145,101670,묵물,복합식품,기타,기타,기타,1
1146,101671,묵물죽,복합식품,주식,죽류,죽,4
1147,101672,묵볶기,복합식품,부식,찜류,볶음,2
1148,101676,묵은생강,복합식품,기타,기타,기타,1
1149,101677,묵전유어,복합식품,부식,구이류,전유어,1
1150,101678,묵찜,복합식품,부식,찜류,찜,1
1151,101679,묵채,복합식품,부식,나물류,숙채,1
1152,101680,묵청포,복합식품,부식,나물류,묵,1
1153,101683,문동정과,복합식품,기호식,한과류,정과,1
1154,101684,문어,단일식품,기타,기타,기타,3
1155,101686,물,기술,기호식,음청류,기타,2
1156,101690,물김치,복합식품,부식,김치,무김치,2
1157,101691,물만두,복합식품,주식,밥류,흰밥,5
1158,101692,물새우젓,복합식품,부식,젓갈류,기타,2
1159,101693,물소가죽,복합식품,부식,회류,편육,1
1160,101694,물소고기,복합식품,부식,찜류,찜,1
1161,101695,물소머리,복합식품,부식,기타,기타,1
1162,101697,물쑥나물,복합식품,부식,나물류,숙채,6
1163,101698,물쑥말림,복합식품,기타,기타,기타,1
1164,101699,물엿,복합식품,조미식,양념류,양념류,2
1165,101701,물종,복합식품,부식,장아찌류,장아찌,1
1166,101704,묽은죽,복합식품,주식,죽류,죽,1
1167,101707,미꾸라지국,복합식품,부식,국류,탕류,1
1168,101708,미나리,단일식품,기타,기타,기타,1
1169,101709,미나리강회,복합식품,부식,회류,숙회,10
1170,101710,미나리고명,복합식품,조미식,양념류,고명류,4
1171,101711,미나리국,복합식품,부식,국류,맑은장국,1
1172,101712,미나리김치,복합식품,부식,김치,야채김치,1
1173,101713,미나리나물,복합식품,부식,나물류,숙채,14
1174,101714,미나리냉채,복합식품,부식,나물류,냉채,1
1175,101716,미나리양념,복합식품,조미식,양념류,고명류,1
1176,101717,미나리잎찌개,복합식품,부식,전골류,찌개,1
1177,101718,미나리장아찌,복합식품,부식,장아찌류,장아찌,10
1178,101719,미나리적,복합식품,부식,구이류,적,4
1179,101720,미나리전,복합식품,부식,구이류,전,3
1180,101723,미나리초대,복합식품,조미식,양념류,고명류,2
1181,101726,미삼차,복합식품,기호식,음청류,다류,1
1182,101727,미수,복합식품,기타,기타,기타,4
1183,101728,미수가루,복합식품,기타,기타,기타,3
1184,101729,미수가루다식,복합식품,기호식,한과류,유밀과,1
1185,101730,미수가루화채,복합식품,기타,기타,기타,1
1186,101731,미쌈,복합식품,부식,구이류,전,1
1187,101733,미역구이,복합식품,부식,구이류,구이,1
1188,101734,미역국,복합식품,부식,국류,맑은장국,6
1189,101735,미역나물,복합식품,부식,나물류,숙채,1
1190,101736,미역냉국,복합식품,부식,국류,냉국,10
1191,101737,미역무침,복합식품,부식,나물류,생채,5
1192,101738,미역자반,복합식품,부식,장아찌류,기타,1
1193,101739,미역지짐이,복합식품,부식,전골류,찌개,1
1194,101741,미음,복합식품,주식,죽류,미음,2
1195,101742,미초법,복합식품,주류,기타,기타,1
1196,101743,민물고기식해,복합식품,부식,젓갈류,식해,1
1197,101744,민물고기조림,복합식품,부식,국류,탕류,1
1198,101746,민어구이,복합식품,부식,구이류,구이,3
1199,101747,민어국,복합식품,부식,국류,맑은장국,5
1200,101748,민어어채,복합식품,부식,회류,기타,1
1201,101749,민어전유어,복합식품,부식,구이류,전유어,1
1202,101750,민어조림,복합식품,부식,찜류,조림,4
1203,101751,민어조치,복합식품,부식,전골류,찌개,1
1204,101752,민어지짐이,복합식품,부식,전골류,찌개,3
1205,101753,민어찌개,복합식품,부식,전골류,찌개,2
1206,101754,민어회,복합식품,부식,회류,생회,1
1207,101755,밀가루,단일식품,기타,기타,기타,5
1208,101757,밀가루국수,복합식품,주식,면류,국수,1
1209,101758,밀가루누룩,복합식품,기타,기타,기타,6
1210,101759,밀가루다식,복합식품,기호식,한과류,다식,2
1211,101760,밀가루달걀빵,복합식품,기타,기타,기타,1
1212,101761,밀가루된장,복합식품,조미식,장류,기타,1
1213,101762,밀가루떡,복합식품,기호식,떡류,기타,2
1214,101763,밀가루물,복합식품,기타,기타,기타,2
1215,101764,밀가루반죽,기술,기타,기타,기타,1
1216,101766,밀가루장,복합식품,조미식,장류,기타,2
1217,101767,밀가루피만두,복합식품,주식,면류,만두,1
1218,101769,밀개떡,복합식품,기호식,떡류,기타,1
1219,101770,밀고주,복합식품,조미식,양념류,양념류,1
1220,101771,밀국수,복합식품,주식,면류,국수,9
1221,101772,밀국수냉면,복합식품,주식,면류,냉면,2
1222,101773,밀기울,복합식품,조미식,장류,된장,1
1223,101774,밀기울된장,복합식품,조미식,장류,기타,2
1224,101775,밀기울반죽포,복합식품,기호식,떡류,지진떡,1
1225,101778,밀기울포구이,복합식품,부식,구이류,전,1
1226,101779,밀납,복합식품,기타,기타,기타,1
1227,101781,밀다리,복합식품,기타,기타,기타,1
1228,101782,밀떡구이,복합식품,기호식,떡류,기타,1
1229,101783,밀떡유병,복합식품,기호식,떡류,지진떡,1
1230,101784,밀란,복합식품,기타,기타,기타,1
1231,101785,밀랍볶음,복합식품,부식,구이류,전,1
1232,101786,밀만두,복합식품,주식,면류,만두,6
1233,101788,밀밥,복합식품,주식,밥류,기타,1
1234,101789,밀설기,복합식품,기호식,떡류,찐떡,20
1235,101790,밀소주,복합식품,주류,양조곡주,순곡주류,5
1236,101791,밀수,복합식품,기타,기타,기타,1
1237,101792,밀식초,복합식품,부식,찜류,초,5
1238,101793,밀쌈,복합식품,부식,구이류,전,6
1239,101794,밀장,복합식품,조미식,장류,된장,4
1240,101796,밀전병,복합식품,부식,구이류,전,7
1241,101798,밀즙,복합식품,기타,기타,기타,1
1242,101799,밀초,복합식품,주류,기타,기타,3
1243,101800,밑술,복합식품,주류,기타,기타,5
1244,101801,바다고기찜,복합식품,부식,찜류,찜,1
1245,101802,바지락장,복합식품,조미식,장류,기타,1
1246,101803,박,기술,기타,기타,기타,1
1247,101806,박국,복합식품,부식,국류,기타,1
1248,101808,박김치,복합식품,부식,김치,야채김치,3
1249,101810,박나물,복합식품,부식,나물류,숙채,7
1250,101811,박누르미,복합식품,부식,구이류,구이,2
1251,101812,박산유밀과,복합식품,기호식,한과류,유밀과,1
1252,101816,박채화채,복합식품,부식,나물류,숙채,1
1253,101817,박피만두,복합식품,주식,면류,만두,1
1254,101818,박하,단일식품,부식,나물류,기타,1
1255,101819,박하고,복합식품,기타,기타,기타,1
1256,101821,반죽요리,복합식품,기타,기타,기타,1
1257,101822,반토,복합식품,기타,기타,기타,1
1258,101823,반하,단일식품,기타,기타,기타,2
1259,101824,반하누룩,복합식품,기타,기타,기타,1
1260,101825,발효떡,복합식품,기호식,떡류,기타,1
1261,101826,발효밀떡,복합식품,기호식,떡류,기타,1
1262,101828,밤,단일식품,부식,구이류,구이,21
1263,101834,밤경단,복합식품,기호식,떡류,삶은떡,2
1264,101835,밤국수,복합식품,주식,면류,국수,1
1265,101836,밤다식,복합식품,기호식,한과류,다식,15
1266,101837,밤단자,복합식품,기호식,떡류,친떡,9
1267,101838,밤대추미음,복합식품,주식,죽류,미음,1
1268,101839,밤떡,복합식품,기호식,떡류,찐떡,6
1269,101840,밤밥,복합식품,주식,밥류,흰밥,4
1270,101841,밤설기떡,복합식품,기호식,떡류,기타,1
1271,101842,밤숙,복합식품,기타,기타,기타,1
1272,101844,밤엿,복합식품,기호식,한과류,기타,2
1273,101845,밤전병,복합식품,기호식,떡류,지진떡,1
1274,101846,밤정과,복합식품,기호식,한과류,정과,1
1275,101848,밤주악,복합식품,기호식,떡류,지진떡,8
1276,101849,밤죽,복합식품,주식,죽류,죽,16
1277,101850,밤찰편,복합식품,기호식,떡류,찐떡,1
1278,101851,밤초,복합식품,기호식,한과류,정과,6
1279,101852,밤화채,복합식품,기호식,음청류,화채,1
1280,101853,밥,복합식품,주식,밥류,기타,7
1281,101856,밥알강정,복합식품,기호식,한과류,유과,1
1282,101857,밥풀,기타,기타,기타,기타,1
1283,101858,밥풀산자,복합식품,기호식,한과류,유과,2
1284,101859,방,복합식품,조미식,장류,기타,1
1285,101860,방검떡,복합식품,기호식,떡류,기타,2
1286,101861,방검병,복합식품,기호식,떡류,기타,1
1287,101864,방국누룩주,복합식품,주류,양조곡주,순곡주류,1
1288,101865,방문주,복합식품,주류,양조곡주,혼양곡주류,2
1289,101866,방약과,복합식품,기호식,한과류,유밀과,4
1290,101868,방어고추장찌개,복합식품,부식,전골류,찌개,1
1291,101870,방어조림,복합식품,부식,찜류,볶음,2
1292,101871,방어찌개,복합식품,부식,전골류,찌개,6
1293,101872,방울강정,복합식품,기호식,한과류,유과,17
1294,101873,방울증편,복합식품,기호식,떡류,찐떡,3
1295,101874,방자고기,복합식품,기타,기타,기타,1
1296,101875,방풍,단일식품,주식,밥류,기타,2
1297,101876,방풍죽,복합식품,주식,죽류,죽,6
1298,101879,배,단일식품,기타,기타,기타,34
1299,101881,배절임,기술,기호식,한과류,정과,1
1300,101882,배건과,복합식품,기호식,한과류,기타,1
1301,101884,배꿀즙,복합식품,기호식,음청류,화채,1
1302,101885,배숙,복합식품,기호식,음청류,화채,11
1303,101887,배엿,복합식품,기호식,한과류,기타,1
1304,101888,배정과,복합식품,기호식,한과류,정과,1
1305,101889,배죽,복합식품,주식,죽류,기타,1
1306,101890,배즙술,복합식품,주류,기타,기타,1
1307,101894,배추국,복합식품,부식,국류,맑은장국,3
1308,101895,배추김치,복합식품,부식,김치,배추김치,9
1309,101896,배추꼬리국,복합식품,부식,국류,토장국,3
1310,101897,배추꼬리장아찌,복합식품,부식,장아찌류,장아찌,1
1311,101898,배추꼬리찜,복합식품,부식,찜류,찜,1
1312,101899,배추동치미,복합식품,부식,김치,무김치,1
1313,101900,배추만두,복합식품,주식,면류,만두,2
1314,101901,배추말림,복합식품,기타,기타,기타,1
1315,101902,배추물김치,복합식품,부식,김치,배추김치,1
1316,101904,배추뿌리절임,기술,부식,김치,기타,2
1317,101905,배추뿌리순,복합식품,기타,기타,기타,1
1318,101907,배추선,복합식품,부식,찜류,선,3
1319,101908,배추소,복합식품,부식,김치,기타,2
1320,101909,배추속대국,복합식품,부식,국류,토장국,6
1321,101910,배추속대쌈,복합식품,부식,장아찌류,기타,3
1322,101911,배추속대장아찌,복합식품,부식,장아찌류,장아찌,1
1323,101912,배추속대찜,복합식품,부식,찜류,찜,1
1324,101913,배추속대탕,복합식품,부식,국류,탕류,1
1325,101914,배추속생채,복합식품,부식,나물류,생채,1
1326,101915,배추시레기,복합식품,기타,기타,기타,2
1327,101916,배추쌈,복합식품,부식,장아찌류,기타,1
1328,101918,배추장아찌,복합식품,기타,기타,기타,1
1329,101919,배추전유어,복합식품,부식,구이류,전유어,1
1330,101920,배추절임,복합식품,기타,기타,기타,11
1331,101921,배추짠지,복합식품,부식,김치,기타,1
1332,101922,배추찜,복합식품,부식,찜류,찜,9
1333,101923,배추통김치,복합식품,부식,김치,배추김치,4
1334,101924,배추통깍두기,복합식품,부식,김치,무김치,1
1335,101925,배화채,복합식품,기호식,음청류,화채,9
1336,101926,백김치,복합식품,부식,김치,기타,1
1337,101929,백로주,복합식품,주류,양조곡주,순곡주류,3
1338,101930,백료누룩,복합식품,주류,기타,기타,1
1339,101931,백료주,복합식품,주류,양조곡주,순곡주류,2
1340,101932,백매,복합식품,조미식,양념류,양념류,1
1341,101933,백매실정과,복합식품,기호식,한과류,정과,1
1342,101934,백매정과,복합식품,기호식,한과류,정과,1
1343,101935,백목서탕,복합식품,부식,국류,탕류,1
1344,101936,백미자,복합식품,기호식,한과류,유과,1
1345,101937,백병법,복합식품,기호식,떡류,기타,1
1346,101938,백복령시루떡,복합식품,기호식,떡류,기타,1
1347,101939,백복령죽,복합식품,주식,죽류,기타,1
1348,101940,백산자,복합식품,기호식,한과류,유과,1
1349,101942,백설기,복합식품,기호식,떡류,찐떡,14
1350,101944,백숙,복합식품,부식,국류,곰국,7
1351,101945,백순회,복합식품,부식,회류,기타,1
1352,101946,백엽,복합식품,기타,기타,기타,1
1353,101948,백일주,복합식품,주류,양조곡주,순곡주류,3
1354,101950,백자주,복합식품,주류,양조곡주,혼양곡주류,3
1355,101951,백자편,복합식품,기호식,한과류,기타,2
1356,101952,백주,복합식품,주류,양조곡주,혼양곡주류,2
1357,101954,백출떡,복합식품,기호식,떡류,찐떡,1
1358,101955,백출죽,복합식품,주식,죽류,기타,1
1359,101956,백출주,복합식품,주류,양조곡주,혼양곡주류,2
1360,101957,백타주,복합식품,주류,양조곡주,순곡주류,1
1361,101958,백탕,복합식품,기호식,음청류,음료류,1
1362,101959,백편,복합식품,기호식,떡류,찐떡,7
1363,101960,백하주,복합식품,주류,양조곡주,순곡주류,4
1364,101962,백합국수,복합식품,주식,면류,국수,2
1365,101963,백합꽃전,복합식품,기호식,떡류,지진떡,1
1366,101964,백합떡,복합식품,기호식,떡류,찐떡,1
1367,101965,백합죽,복합식품,주식,죽류,죽,5
1368,101966,백향주,복합식품,주류,기타,기타,1
1369,101967,백화주,복합식품,주류,양조곡주,혼양곡주류,19
1370,101968,백화춘,복합식품,주류,양조곡주,순곡주류,3
1371,101969,밴댕이,단일식품,기타,기타,기타,1
1372,101970,밴댕이전유어,복합식품,부식,구이류,전유어,1
1373,101971,밴댕이젓,복합식품,부식,젓갈류,발효젓,1
1374,101972,뱀술,복합식품,주류,양조곡주,혼양곡주류,1
1375,101973,뱀장어구이,복합식품,부식,구이류,구이,2
1376,101974,뱀장어숙회,복합식품,부식,국류,탕류,1
1377,101975,뱀장어주,복합식품,기타,기타,기타,1
1378,101976,뱀장어죽,복합식품,주식,죽류,죽,5
1379,101977,뱀장어탕,복합식품,주식,죽류,기타,1
1380,101978,뱅어,단일식품,기타,기타,기타,1
1381,101979,뱅어국,복합식품,부식,국류,맑은장국,1
1382,101980,뱅어전유어,복합식품,부식,구이류,전유어,1
1383,101981,뱅어젓,복합식품,부식,젓갈류,발효젓,1
1384,101983,뱅어포,복합식품,부식,장아찌류,기타,1
1385,101984,뱅어포구이,복합식품,부식,구이류,구이,3
1386,101986,버섯,단일식품,기타,기타,기타,2
1387,101988,버섯고명,복합식품,조미식,양념류,고명류,1
1388,101989,버섯구이,복합식품,부식,구이류,구이,2
1389,101990,버섯국,복합식품,부식,국류,맑은장국,3
1390,101991,버섯나물,복합식품,부식,나물류,숙채,4
1391,101992,버섯생선국,복합식품,부식,국류,기타,1
1392,101995,버섯전,복합식품,부식,구이류,전,4
1393,101996,버섯전골,복합식품,부식,전골류,전골,3
1394,101998,버섯탕,복합식품,부식,국류,곰국,2
1395,102000,벌꿀술,복합식품,주류,양조곡주,혼양곡주류,1
1396,102003,법주,복합식품,주류,양조곡주,순곡주류,5
1397,102004,벙거짓골,복합식품,기타,기타,기타,1
1398,102006,벼락장,복합식품,조미식,장류,기타,1
1399,102008,벽향주,복합식품,주류,양조곡주,순곡주류,16
